"epoch","loss","mae","val_loss","val_mae"
1,0.469450980424881,0.665593326091766,NA,NA
2,0.372574657201767,0.599583148956299,NA,NA
3,0.313682585954666,0.540982365608215,NA,NA
4,0.266950130462646,0.500862061977386,NA,NA
5,0.237060353159904,0.467622250318527,NA,NA
6,0.2128836363554,0.454535931348801,NA,NA
7,0.175772920250893,0.388914108276367,NA,NA
8,0.0897977128624916,0.271988660097122,NA,NA
9,0.0850838050246239,0.261088818311691,NA,NA
10,0.0782443135976791,0.25362440943718,NA,NA
11,0.0596477650105953,0.211741909384727,NA,NA
12,0.0360702238976955,0.153125956654549,NA,NA
13,0.0435537211596966,0.149267286062241,NA,NA
14,0.0365035831928253,0.135772094130516,NA,NA
15,0.0026537599042058,0.0386587083339691,NA,NA
16,0.0260032135993242,0.137599036097527,NA,NA
17,0.0209232848137617,0.133617505431175,NA,NA
18,0.015534040518105,0.114371560513973,NA,NA
19,0.0506190806627274,0.187711894512177,NA,NA
20,0.0125649804249406,0.0929461717605591,NA,NA
21,0.00793419685214758,0.0720822513103485,NA,NA
22,0.0319565832614899,0.153238490223885,NA,NA
23,0.0170930903404951,0.123166739940643,NA,NA
24,0.0129532217979431,0.097178190946579,NA,NA
25,0.0256448592990637,0.150603592395782,NA,NA
26,0.021854467689991,0.101319782435894,NA,NA
27,0.02246387116611,0.139455676078796,NA,NA
28,0.0423900634050369,0.153339207172394,NA,NA
29,0.0205958131700754,0.127869442105293,NA,NA
30,0.0498435311019421,0.202028512954712,NA,NA
31,0.0378454886376858,0.176489755511284,NA,NA
32,0.0374416597187519,0.157450199127197,NA,NA
33,0.0197870135307312,0.129302069544792,NA,NA
34,0.0267858430743217,0.135029971599579,NA,NA
35,0.0245106071233749,0.130834802985191,NA,NA
