"epoch","loss","mae","val_loss","val_mae"
1,0.612772047519684,0.722445785999298,NA,NA
2,0.538358092308044,0.674951612949371,NA,NA
3,0.511975407600403,0.654991567134857,NA,NA
4,0.483608186244965,0.633193612098694,NA,NA
5,0.438216745853424,0.599953234195709,NA,NA
6,0.433866441249847,0.59576278924942,NA,NA
7,0.355006128549576,0.537857234477997,NA,NA
8,0.378557533025742,0.545727729797363,NA,NA
9,0.303634822368622,0.492500096559525,NA,NA
10,0.301410764455795,0.472724705934525,NA,NA
11,0.264527469873428,0.445809215307236,NA,NA
12,0.226575300097466,0.399250060319901,NA,NA
13,0.231128141283989,0.403273612260818,NA,NA
14,0.167162790894508,0.342673569917679,NA,NA
15,0.13508839905262,0.306873291730881,NA,NA
16,0.120920576155186,0.272212833166122,NA,NA
17,0.117880582809448,0.270009756088257,NA,NA
18,0.0899736657738686,0.228295117616653,NA,NA
19,0.0895775780081749,0.242485418915749,NA,NA
20,0.047836571931839,0.180817455053329,NA,NA
21,0.0536494962871075,0.176074340939522,NA,NA
22,0.0424710772931576,0.164540320634842,NA,NA
23,0.0222490485757589,0.135796442627907,NA,NA
24,0.0963926836848259,0.267976999282837,NA,NA
25,0.0267611127346754,0.148050680756569,NA,NA
26,0.043659545481205,0.186665207147598,NA,NA
27,0.0443912856280804,0.165417909622192,NA,NA
28,0.0251153074204922,0.139813929796219,NA,NA
29,0.0590607784688473,0.215616554021835,NA,NA
30,0.0740683153271675,0.261947423219681,NA,NA
31,0.0304082371294498,0.155020490288734,NA,NA
32,0.0392235442996025,0.18678805232048,NA,NA
33,0.0391842164099216,0.18411973118782,NA,NA
34,0.0220033265650272,0.131283417344093,NA,NA
35,0.0311994571238756,0.165453508496284,NA,NA
36,0.0225534942001104,0.126625567674637,NA,NA
37,0.0221044886857271,0.135890394449234,NA,NA
38,0.0618808902800083,0.18963435292244,NA,NA
39,0.024349408224225,0.145785123109818,NA,NA
40,0.0297145247459412,0.162476852536201,NA,NA
41,0.0312732830643654,0.160610049962997,NA,NA
42,0.0361019149422646,0.169177263975143,NA,NA
43,0.0517225302755833,0.193776652216911,NA,NA
44,0.0349293239414692,0.159808874130249,NA,NA
45,0.0146307358518243,0.0787686258554459,NA,NA
46,0.0179976336658001,0.108086541295052,NA,NA
47,0.0165049768984318,0.115437231957912,NA,NA
48,0.0429930165410042,0.189009934663773,NA,NA
49,0.0233986377716064,0.13828344643116,NA,NA
50,0.0244825948029757,0.134859398007393,NA,NA
51,0.0459432899951935,0.167202398180962,NA,NA
52,0.0396004654467106,0.182756081223488,NA,NA
53,0.0192317105829716,0.128179237246513,NA,NA
54,0.017290135845542,0.104718506336212,NA,NA
55,0.0201769508421421,0.104256130754948,NA,NA
56,0.0380855798721313,0.171553373336792,NA,NA
57,0.0427743829786777,0.141898900270462,NA,NA
58,0.0553890131413937,0.178685307502747,NA,NA
59,0.0312112215906382,0.1472148001194,NA,NA
60,0.0125207407400012,0.0985462516546249,NA,NA
61,0.0319267697632313,0.167489901185036,NA,NA
62,0.0135815571993589,0.0943210646510124,NA,NA
63,0.0243331026285887,0.14365816116333,NA,NA
64,0.0122954789549112,0.092394232749939,NA,NA
65,0.0152470245957375,0.111205995082855,NA,NA
66,0.0213665720075369,0.106649406254292,NA,NA
67,0.0212465431541204,0.124615453183651,NA,NA
68,0.0213369578123093,0.124249510467052,NA,NA
69,0.00805586390197277,0.0790236592292786,NA,NA
70,0.0111078405752778,0.0931613966822624,NA,NA
71,0.0322458669543266,0.15629355609417,NA,NA
72,0.0070795607753098,0.0688832029700279,NA,NA
73,0.0101619530469179,0.0913370996713638,NA,NA
74,0.00981150753796101,0.0788523778319359,NA,NA
75,0.00603583129122853,0.0591123104095459,NA,NA
76,0.0167034864425659,0.089404858648777,NA,NA
77,0.00464644515886903,0.0579174868762493,NA,NA
78,0.0198144912719727,0.119005851447582,NA,NA
79,0.0107252225279808,0.0804522633552551,NA,NA
80,0.00677367392927408,0.0706656724214554,NA,NA
81,0.0117080044001341,0.0953927040100098,NA,NA
82,0.0134271485731006,0.0970234721899033,NA,NA
83,0.00445195334032178,0.0476397834718227,NA,NA
84,0.00387943163514137,0.0499142147600651,NA,NA
85,0.0143084917217493,0.0923449024558067,NA,NA
86,0.00494398968294263,0.0555411353707314,NA,NA
87,0.0133877526968718,0.096871480345726,NA,NA
88,0.0215204078704119,0.0921456962823868,NA,NA
89,0.017349436879158,0.1152583360672,NA,NA
90,0.0155845526605844,0.0989160314202309,NA,NA
91,0.00907405931502581,0.0828176215291023,NA,NA
92,0.0106903882697225,0.0819423347711563,NA,NA
93,0.0172108113765717,0.0956737473607063,NA,NA
94,0.00890891719609499,0.0822257995605469,NA,NA
95,0.0130695989355445,0.0945350453257561,NA,NA
96,0.013831633143127,0.0883711948990822,NA,NA
97,0.0149943213909864,0.100791946053505,NA,NA
98,0.0276286732405424,0.135984152555466,NA,NA
99,0.00497686769813299,0.0589893683791161,NA,NA
100,0.00614250870421529,0.0609257258474827,NA,NA
