"epoch","loss","mae","val_loss","val_mae"
1,0.395362824201584,0.609426498413086,NA,NA
2,0.309146136045456,0.525284647941589,NA,NA
3,0.301511734724045,0.515701711177826,NA,NA
4,0.246546015143394,0.45770338177681,NA,NA
5,0.138970419764519,0.357964426279068,NA,NA
6,0.13943175971508,0.340914815664291,NA,NA
7,0.102713979780674,0.296853512525558,NA,NA
8,0.0914326310157776,0.289770603179932,NA,NA
9,0.134594902396202,0.337052702903748,NA,NA
10,0.0676221922039986,0.233914017677307,NA,NA
11,0.0373792611062527,0.161354348063469,NA,NA
12,0.0409009419381618,0.166494891047478,NA,NA
13,0.0521084927022457,0.180455967783928,NA,NA
14,0.00714190164580941,0.063977837562561,NA,NA
15,0.010798511095345,0.0916791781783104,NA,NA
16,0.0132602863013744,0.107691884040833,NA,NA
17,0.0152940796688199,0.0903242528438568,NA,NA
18,0.0218341257423162,0.142449304461479,NA,NA
19,0.0231819394975901,0.124826669692993,NA,NA
20,0.0295762494206429,0.144336357712746,NA,NA
21,0.0174519140273333,0.123290054500103,NA,NA
22,0.00826983619481325,0.0790930613875389,NA,NA
23,0.0231800433248281,0.113108210265636,NA,NA
24,0.0121101513504982,0.0990752577781677,NA,NA
25,0.013233489356935,0.098187267780304,NA,NA
26,0.0177289787679911,0.121786415576935,NA,NA
27,0.0207197014242411,0.14092917740345,NA,NA
28,0.00821810681372881,0.0588550120592117,NA,NA
29,0.00677900528535247,0.0592158474028111,NA,NA
30,0.00846756342798471,0.081832192838192,NA,NA
31,0.0226629972457886,0.123662017285824,NA,NA
32,0.0276123527437449,0.145417287945747,NA,NA
33,0.00585577078163624,0.0602175779640675,NA,NA
34,0.0215630829334259,0.115147031843662,NA,NA
35,0.00652797007933259,0.0720134973526001,NA,NA
36,0.00650429166853428,0.0715396851301193,NA,NA
37,0.0145010082051158,0.100508444011211,NA,NA
38,0.0165330488234758,0.0988023206591606,NA,NA
39,0.0093631986528635,0.0799728482961655,NA,NA
40,0.0115367658436298,0.0886242762207985,NA,NA
41,0.0239135455340147,0.137283474206924,NA,NA
42,0.0225975438952446,0.10216074436903,NA,NA
43,0.0194089580327272,0.106253527104855,NA,NA
44,0.0327180065214634,0.155575379729271,NA,NA
45,0.0235671009868383,0.148342460393906,NA,NA
46,0.0108091486617923,0.0848044529557228,NA,NA
47,0.00875257235020399,0.082400731742382,NA,NA
48,0.0245934817939997,0.120780803263187,NA,NA
49,0.00499282218515873,0.0532043427228928,NA,NA
50,0.0151126245036721,0.110265366733074,NA,NA
51,0.00996043626219034,0.0917697921395302,NA,NA
52,0.0104741165414453,0.0907875299453735,NA,NA
53,0.00520547060295939,0.0700400620698929,NA,NA
54,0.00332372984848917,0.0520363412797451,NA,NA
55,0.0184851679950953,0.108747400343418,NA,NA
56,0.00258664670400321,0.0433296598494053,NA,NA
57,0.0083290645852685,0.0679894685745239,NA,NA
58,0.00271555408835411,0.0489199422299862,NA,NA
59,0.0309998746961355,0.160163417458534,NA,NA
60,0.0109456926584244,0.0892660841345787,NA,NA
61,0.0127736376598477,0.095566488802433,NA,NA
62,0.00670243240892887,0.0772272646427155,NA,NA
63,0.012171265669167,0.107076466083527,NA,NA
64,0.00734123447909951,0.0658382996916771,NA,NA
65,0.00754833966493607,0.0592802315950394,NA,NA
66,0.0259926971048117,0.126798763871193,NA,NA
67,0.0180797632783651,0.123366840183735,NA,NA
68,0.0136398756876588,0.0935820713639259,NA,NA
69,0.0200130082666874,0.102024920284748,NA,NA
70,0.00562513573095202,0.0687195062637329,NA,NA
71,0.00836937967687845,0.076656199991703,NA,NA
72,0.00890819076448679,0.068666510283947,NA,NA
73,0.000962069898378104,0.0259581655263901,NA,NA
74,0.00544053548946977,0.0585912466049194,NA,NA
75,0.0018542316975072,0.0335363335907459,NA,NA
76,0.0232269782572985,0.122570514678955,NA,NA
77,0.0169761124998331,0.098034143447876,NA,NA
78,0.00834975764155388,0.0778132155537605,NA,NA
79,0.00500648096203804,0.0649363175034523,NA,NA
80,0.0144446427002549,0.0945657789707184,NA,NA
81,0.00553165562450886,0.0571617446839809,NA,NA
82,0.00645810877904296,0.0629104897379875,NA,NA
83,0.00584478117525578,0.0626359209418297,NA,NA
84,0.0107634300366044,0.0822848230600357,NA,NA
85,0.00551511021330953,0.0621394999325275,NA,NA
86,0.00622512400150299,0.0701982006430626,NA,NA
87,0.0183623638004065,0.0924283266067505,NA,NA
88,0.013938800431788,0.0755618959665298,NA,NA
89,0.00602607009932399,0.0660973563790321,NA,NA
90,0.0110780643299222,0.083628810942173,NA,NA
91,0.0140399262309074,0.107604049146175,NA,NA
92,0.00768159469589591,0.0733024999499321,NA,NA
93,0.0115590142086148,0.100518979132175,NA,NA
